Temperatura,VelocidadeVento,Precipitacao,BicicletasAlugadas
14.149401508822187,15.573907918822067,5.173085172022888,178.2434702098625
18.493709375030125,15.548151236975063,4.240889884358493,198.08259965195856
17.48339960668451,5.188451286907099,5.54687808661419,289.1946313765479
19.271508487296213,7.476262758651229,2.8705151991962974,258.7599834221686
15.552574125894639,11.75199270392778,7.065747062729789,209.72374877015326
21.735686929163375,5.456438048489341,4.1485686933356405,243.38238212465833
27.27711211846463,7.417055984357774,3.6054556048589226,313.37519639787354
12.350637119240663,3.941085603712793,8.286569145557378,264.80703586471463
20.347582143082285,9.197117675120147,9.249669119531921,242.83003906005996
12.641362126903067,0.8922460250822817,0.46007310887296926,257.5882855509697
24.337193623851874,15.99591769141236,2.326269928297655,147.93054292729448
17.921194056145875,1.5391289397326546,3.4851936949256324,241.69342607861003
21.30842623717018,10.37670297663052,8.149664793702474,205.36893541569145
13.665596724281572,6.136201990903922,9.854914276432975,193.06285826072772
12.896955186867544,11.55085897662751,9.689717046703517,214.55212291343426
19.761125612979093,19.1886668166685,9.049483455499269,75.12102269602093
17.112254756999114,12.911404889120078,2.965562650640299,190.87922175138857
28.80863890505626,0.7072487151098183,9.920112434144741,256.1271437460007
25.306505076139306,8.608048790161224,2.4942004105645124,230.05279416372693
24.973272397010945,10.200337046365004,1.059061548822322,193.60665237796317
28.074394794918668,10.72354989406904,9.50952611055394,259.49651963027395
11.668448708840371,13.627850212076758,2.334202554680963,209.48771171748888
21.04384939844813,5.551921954635322,6.897682650777504,185.59279086518438
21.689521379115376,2.5772113093264037,0.5835635898058866,270.1725753401027
29.23872757094458,7.853513530941887,7.3070909912747615,275.6442201678428
15.842950535850978,19.128114455918976,8.817202123338397,174.21552005433585
14.816575598308937,3.742617835016895,2.7243689546596253,258.0896074434944
12.005878845309956,18.07967909856474,3.7905689607742854,187.82640950216967
10.328592591829484,10.876119001546527,3.7429618332091605,178.4525331333846
28.59058633584381,9.138228432915316,7.487882575401331,191.16695118409896
23.3983309318182,17.640828204597792,2.378072425390388,221.96381600583294
25.703058240462756,9.172079235371717,1.71853099047643,259.66260981057
15.634602115078982,14.483352732230866,4.49291648687738,234.99874539675892
21.728203323726532,7.98050643406204,3.044684073773195,232.44056206847367
11.279105322419623,18.080887858019153,8.391891222586525,182.4045996097141
19.71255191869246,13.800500403824547,2.3774182601563876,183.4425013584536
29.549902794888936,13.992441085010334,5.023894574892615,209.2640816819747
27.530104906331815,6.554408031142378,9.425835996979304,227.362582707718
16.763179036736915,15.135572854737784,6.339976977446607,152.47334493154818
29.23140309082997,12.721221108942826,8.672894054624647,260.3701043290929
14.63403252942409,4.8004054675941905,9.402096893547673,215.2181122516375
28.986376448313628,3.2107764497051283,7.507648618863519,261.6708125457747
28.827554094129972,15.927829490346635,6.995750602247513,240.20016590134438
25.984051747047836,19.18333206070445,9.67965566604227,281.7086109149574
22.608958737335822,9.162776545200856,9.944007896476794,190.97072401702673
27.48575933249894,11.8196833064737,4.518216826697596,152.68739265773672
15.860405690155934,17.15445288387109,0.7086977818420837,218.4095280512159
26.978871106258364,9.144469067077141,2.9279403144051885,248.91177228853337
22.357533838350477,19.037489536654725,1.5235470568773046,202.2026725138166
10.26473715517799,11.515023240897449,4.174863747960118,151.91151561754782
16.94467035864439,16.4153424140263,1.3128932847325603,195.1841722368644
12.9628172189633,18.17687436825477,6.04117804020882,185.62352792825794
29.636587796365063,16.310476375371376,3.8280805915785407,220.86382024633676
19.56740614079976,3.1882892689791187,8.9538588428821,313.00835169466257
